locale,key,first_seen_in_file
bn,label.kiosk_tap_hint_placeholder,resources/js/components/admin/settings/KioskSetup/KioskSetupComponent.vue
bn,label.kiosk_welcome_subtitle,resources/js/components/admin/settings/KioskSetup/KioskSetupComponent.vue
bn,label.kiosk_welcome_subtitle_placeholder,resources/js/components/admin/settings/KioskSetup/KioskSetupComponent.vue
bn,label.kiosk_welcome_title,resources/js/components/admin/settings/KioskSetup/KioskSetupComponent.vue
bn,label.kiosk_welcome_title_placeholder,resources/js/components/admin/settings/KioskSetup/KioskSetupComponent.vue
bn,label.loading,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,label.loyalty_min_redeem_points,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.loyalty_min_redeem_points_hint,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.loyalty_points_config,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.loyalty_points_for_1_euro_discount,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.loyalty_points_for_1_euro_discount_hint,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.loyalty_points_per_euro,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.loyalty_points_per_euro_hint,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.loyalty_preview,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,label.operator,resources/js/components/admin/pos/ReceiptComponent.vue
bn,label.out_of_stock,resources/js/components/admin/items/AvailabilityToggleComponent.vue
bn,label.register_id,resources/js/components/admin/pos/ReceiptComponent.vue
bn,label.siret,resources/js/components/admin/pos/ReceiptComponent.vue
bn,label.tendered_breakdown,resources/js/components/admin/pos/ReceiptComponent.vue
bn,label.toggle_available,resources/js/components/admin/items/AvailabilityToggleComponent.vue
bn,label.toggle_unavailable,resources/js/components/admin/items/AvailabilityToggleComponent.vue
bn,label.vat_intra,resources/js/components/admin/pos/ReceiptComponent.vue
bn,label.wizard_template,resources/js/components/admin/settings/ItemCategory/ItemCategoryCreateComponent.vue
bn,menu.,resources/js/components/admin/components/BreadcrumbComponent.vue
bn,menu.kiosk_setup,resources/js/components/admin/settings/KioskSetup/KioskSetupComponent.vue
bn,menu.loyalty_setup,resources/js/components/admin/settings/LoyaltySetup/LoyaltySetupComponent.vue
bn,message.branch_required,resources/js/components/admin/pos/PosComponent.vue
bn,message.cart_is_empty,resources/js/components/admin/pos/PosComponent.vue
bn,message.cart_reset,resources/js/components/admin/pos/PosComponent.vue
bn,message.cart_restored,resources/js/components/admin/pos/PosComponent.vue
bn,message.confirm_transfer,resources/js/components/admin/pos/FloorplanComponent.vue
bn,message.discount_reason_required,resources/js/components/admin/pos/PosComponent.vue
bn,message.kds_recall_grace_expired,resources/js/components/admin/kitchenDisplaySystem/KitchenDisplaySystemComponent.vue
bn,message.kds_status_conflict,resources/js/components/admin/kitchenDisplaySystem/KitchenDisplaySystemComponent.vue
bn,message.new_pos_order,resources/js/components/admin/pos/PosComponent.vue
bn,message.new_pos_order_with_id,resources/js/components/admin/pos/PosComponent.vue
bn,message.something_went_wrong,resources/js/components/admin/pos/ItemComponent.vue
bn,message.something_wrong,resources/js/components/admin/kitchenDisplaySystem/KitchenDisplaySystemComponent.vue
bn,message.zone_required,resources/js/components/admin/settings/Branch/BranchShowComponent.vue
bn,pos.barcode_not_found,resources/js/components/admin/pos/PosComponent.vue
bn,pos.discard,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.empty_parked_orders,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.item_86_d,resources/js/components/admin/pos/ItemComponent.vue
bn,pos.item_no_longer_available,resources/js/components/admin/pos/PosComponent.vue
bn,pos.item_unavailable_during_edit,resources/js/components/admin/pos/ItemComponent.vue
bn,pos.park,resources/js/components/admin/pos/PosComponent.vue
bn,pos.park_discard_error,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.park_discard_success,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.park_fetch_error,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.park_label_prompt,resources/js/components/admin/pos/PosComponent.vue
bn,pos.park_requires_items,resources/js/components/admin/pos/PosComponent.vue
bn,pos.park_restore_error,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.park_restore_requires_empty_cart,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.park_restore_success,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.park_save_error,resources/js/components/admin/pos/PosComponent.vue
bn,pos.park_success,resources/js/components/admin/pos/PosComponent.vue
bn,pos.parked_order_fallback_label,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.parked_orders,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,pos.receipt_print_conflict,resources/js/components/admin/pos/ReceiptComponent.vue
bn,pos.receipt_print_forbidden,resources/js/components/admin/pos/ReceiptComponent.vue
bn,pos.receipt_print_not_found,resources/js/components/admin/pos/ReceiptComponent.vue
bn,pos.receipt_print_server_error,resources/js/components/admin/pos/ReceiptComponent.vue
bn,pos.restore,resources/js/components/admin/pos/ParkedOrdersComponent.vue
bn,ws_session_invalid_action,resources/js/components/common/ConnectionStatusBanner.vue
bn,ws_session_invalid_text,resources/js/components/common/ConnectionStatusBanner.vue
